OBJECTID,agency,comments,latest,gisacres,incidentname,localincidentidentifier,state,pooresponsibleunit,perimeterdatetime,incomplex,fireyear,uniquefireidentifier,active,complexname,mapmethod,shape__Area,shape__Length
1676,unknown,Perimeter Date Unknown,N,770.57100248,Parker Roan,,ID,,12/31/2000 12:00:00 AM,,2000,2000-ID,N,,GPS-Unknown Travel Method,6339105.90625,11802.0767001131
1677,unknown,Perimeter Date Unknown;  Fire Name Unknown,N,43.50461192,,,ID,,12/31/2000 12:00:00 AM,,2000,2000-ID,N,,GPS-Unknown Travel Method,356367.5234375,2356.9391181041
1678,unknown,Perimeter Date Unknown,N,3496.35537829,Filly,,ID,IDSCF,12/31/2000 12:00:00 AM,Y,2000,2000-IDSCF,N,SCF Wilderness Complex,GPS-Unknown Travel Method,28772501.9609375,25893.6809735419
1679,unknown,Perimeter Date Unknown,N,187.76405667,Kitchen,,ID,IDSCF,12/31/2000 12:00:00 AM,Y,2000,2000-IDSCF,N,SCF Wilderness Complex,GPS-Unknown Travel Method,1535027.1796875,6405.60741805193
1680,unknown,Perimeter Date Unknown,Y,212.61251449,Noseeum Creek,,MT,MTKNF,12/31/2000 12:00:00 AM,Y,2000,2000-MTKNF,N,Kootenai Complex,GPS-Unknown Travel Method,1961941.7734375,6023.07979657181
1681,unknown,Perimeter Date Unknown,Y,177.48143141,Pulpit Mtn,,MT,MTKNF,12/31/2000 12:00:00 AM,Y,2000,2000-MTKNF,N,Kootenai Complex,GPS-Unknown Travel Method,1635564.1640625,6659.67003137903
1682,unknown,Perimeter Date Unknown,Y,9.87413525,Sweasey East,,ID,MTKNF,12/31/2000 12:00:00 AM,Y,2000,2000-MTKNF,N,Kootenai Complex,GPS-Unknown Travel Method,90841.734375,1219.0305612801
1683,unknown,Perimeter Date Unknown,Y,12.54843292,Roberts,,ID,MTKNF,12/31/2000 12:00:00 AM,Y,2000,2000-MTKNF,N,Kootenai Complex,GPS-Unknown Travel Method,115411.546875,1369.26168024355
1684,unknown,Perimeter Date Unknown,N,62174.28731942,Burgdorf Junction,,ID,,12/31/2000 12:00:00 AM,,2000,2000-ID,N,,GPS-Unknown Travel Method,509992727.242188,194838.662290162
1685,unknown,Perimeter Date Unknown,N,3.27675281,Burnt Flats,,ID,,12/31/2000 12:00:00 AM,,2000,2000-ID,N,,GPS-Unknown Travel Method,27276.4375,734.29014166337
1686,unknown,Perimeter Date Unknown,N,0.00418067,Flossie,,ID,,12/31/2000 12:00:00 AM,,2000,2000-ID,N,,GPS-Unknown Travel Method,34.25,731.615531552685
1687,BLM,,Y,22.03916978,Tipanook,Z549,ID,IDBOD,7/2/2000 12:00:00 AM,,2000,2000-IDBOD-Z549,N,,GPS-Unknown Travel Method,168161.96875,1615.03131024241
1688,unknown,Perimeter Date Unknown;  Fire Name Unknown,Y,34307.2098507,,,MT,MTBRF,12/31/2000 12:00:00 AM,Y,2000,2000-MTBRF,N,Skalkaho Complex,GPS-Unknown Travel Method,288618027.375,128162.124453277
1689,unknown,Perimeter Date Unknown;  Fire Name Unknown,N,65996.23843708,,,MT,MTBRF,12/31/2000 12:00:00 AM,Y,2000,2000-MTBRF,N,Mussigbrod Complex,GPS-Unknown Travel Method,550010805.453125,221251.22150462
1690,unknown,Perimeter Date Unknown,N,114.97866202,Taylor,,MT,MTBRF,12/31/2000 12:00:00 AM,,2000,2000-MTBRF,N,,GPS-Unknown Travel Method,955783.15625,4082.6217353318
1691,unknown,Perimeter Date Unknown,N,168.78979516,Taylor,,MT,MTBRF,12/31/2000 12:00:00 AM,,2000,2000-MTBRF,N,,GPS-Unknown Travel Method,1397284.6640625,4634.44170390129
1692,unknown,,N,36.02742459,Double H Fire,X354,NV,,7/17/2000 12:00:00 AM,,2000,2000-NV-X354,N,,GPS-Unknown Travel Method,260622.62109375,2033.1346381912
1693,unknown,Perimeter Date Unknown,Y,4245.93876778,Alder,,MT,,12/31/2000 12:00:00 AM,,2000,2000-MT,N,,GPS-Unknown Travel Method,36163490.1640625,31199.7608992198
1694,BLM,,Y,811.71226843,Rough Range,R565,UT,UTRID,7/26/2000 12:00:00 AM,,2000,2000-UTRID-R565,N,,Unknown,5417687.13671875,22496.2267931392
1695,BLM,,N,704.29664798,Tolovana Dome,008073,AK,AKAFS,6/14/2000 12:00:00 AM,,2000,2000-AKAFS-008073,N,,Unknown,16232245.703125,38130.3864022651
1696,unknown,Perimeter Date Unknown;  Fire Name Unknown,N,30121.48441412,,,MT,MTBRF,12/31/2000 12:00:00 AM,Y,2000,2000-MTBRF,N,Mussigbrod Complex,GPS-Unknown Travel Method,251342651.140625,147297.173186017
1697,unknown,Perimeter Date Unknown,N,85979.07230175,Three Bears,,ID,,12/31/2000 12:00:00 AM,Y,2000,2000-ID,N,Wilderness Complex,GPS-Unknown Travel Method,705752794.632813,217435.274328134
1698,unknown,Perimeter Date Unknown,N,7229.75176871,Three Bears,,ID,,12/31/2000 12:00:00 AM,Y,2000,2000-ID,N,Wilderness Complex,GPS-Unknown Travel Method,59572603.59375,45518.2982024523
1699,BLM,,Y,35573.89618008,Beaty Butte,M102,OR,ORLAD,7/12/2000 12:00:00 AM,,2000,2000-ORLAD-M102,N,,Unknown,264653787.761719,153508.405932427
1700,unknown,Perimeter Date Unknown,N,28611.15252678,Flossie,,ID,,12/31/2000 12:00:00 AM,,2000,2000-ID,N,,GPS-Unknown Travel Method,234712198.1875,136007.269160675
1701,unknown,Perimeter Date Unknown;  Fire Name Unknown,N,2.93078233,,,MT,,12/31/2000 12:00:00 AM,,2000,2000-MT,N,,GPS-Unknown Travel Method,24774.9140625,603.412280362096
1702,BLM,,Y,23.27454826,Mary,G247,ID,IDTFD,7/8/2000 12:00:00 AM,,2000,2000-IDTFD-G247,N,,Unknown,174762.48046875,2349.51396162326
1703,unknown,,N,0.81088465,Elbow Fire,X538,NV,,7/1/2000 12:00:00 AM,,2000,2000-NV-X538,N,,GPS-Unknown Travel Method,5721.1875,420.569918065152
1704,unknown,Perimeter Date Unknown,N,2684.08551515,Alpine,,MT,,12/31/2000 12:00:00 AM,Y,2000,2000-MT,N,Upper Nine Mile Complex,GPS-Unknown Travel Method,23518824.7421875,26933.8011103509
1705,unknown,Perimeter Date Unknown;  Fire Name Unknown,N,27554.16652112,,,MT,MTBRF,12/31/2000 12:00:00 AM,,2000,2000-MTBRF,N,,GPS-Unknown Travel Method,229445795.84375,77650.0798737184
1706,unknown,,N,24.93309201,Star Fire,X368,NV,,7/22/2000 12:00:00 AM,,2000,2000-NV-X368,N,,GPS-Unknown Travel Method,174917.21484375,1801.67447031355
1707,unknown,,N,0.16697402,Keystone Fire,X378,NV,,8/1/2000 12:00:00 AM,,2000,2000-NV-X378,N,,GPS-Unknown Travel Method,1184.6953125,207.923373357242
1708,unknown,Perimeter Date Unknown;  Fire Name Unknown,N,30121.48441412,,,MT,MTBRF,12/31/2000 12:00:00 AM,Y,2000,2000-MTBRF,N,Mussigbrod Complex,GPS-Unknown Travel Method,251342651.140625,147297.173186017
1709,unknown,Perimeter Date Unknown;  Fire Name Unknown,N,12735.04496088,,,MT,MTBRF,12/31/2000 12:00:00 AM,Y,2000,2000-MTBRF,N,Mussigbrod Complex,GPS-Unknown Travel Method,106179721.726563,63236.2686583365
1710,unknown,Perimeter Date Unknown,N,120.16951976,Mussigbrod,,MT,MTBRF,12/31/2000 12:00:00 AM,Y,2000,2000-MTBRF,N,Mussigbrod Complex,GPS-Unknown Travel Method,1005497.2109375,5599.31053870482
1711,unknown,Perimeter Date Unknown,N,17.01719072,Skalkaho,,MT,MTBRF,12/31/2000 12:00:00 AM,Y,2000,2000-MTBRF,N,Middle Fork Complex,GPS-Unknown Travel Method,143059.875,1633.57289529744
1712,unknown,Perimeter Date Unknown,N,383.55384235,Maynard,,MT,MTBRF,12/31/2000 12:00:00 AM,Y,2000,2000-MTBRF,N,Mussigbrod Complex,GPS-Unknown Travel Method,3192350.6171875,10535.2148889614
1713,unknown,Perimeter Date Unknown,N,23.54345768,Bear,,MT,MTBRF,12/31/2000 12:00:00 AM,,2000,2000-MTBRF,N,,GPS-Unknown Travel Method,197777.703125,2437.82580719065
1714,unknown,,N,33.23076581,Keystone Fire,X378,NV,,8/1/2000 12:00:00 AM,,2000,2000-NV-X378,N,,GPS-Unknown Travel Method,235743.5390625,2157.42336105972
1715,unknown,,N,566.19897647,Keystone Fire,X378,NV,,8/1/2000 12:00:00 AM,,2000,2000-NV-X378,N,,GPS-Unknown Travel Method,4015569.09765625,9991.25882626903
1716,BLM,,Y,3.16595619,Price,T144,WY,WYWOD,7/23/2000 12:00:00 AM,,2000,2000-WYWOD-T144,N,,GPS-Unknown Travel Method,24688.41796875,671.93162551058
1717,unknown,Perimeter Date Unknown,N,203.05142799,Taylor,,MT,MTBRF,12/31/2000 12:00:00 AM,,2000,2000-MTBRF,N,,GPS-Unknown Travel Method,1686951.1328125,5694.09150765028
1718,unknown,Perimeter Date Unknown;  Fire Name Unknown,N,18311.60225745,,,MT,MTBRF,12/31/2000 12:00:00 AM,,2000,2000-MTBRF,N,,GPS-Unknown Travel Method,152558459.5,74745.6778635097
1719,unknown,Perimeter Date Unknown,N,14.23083789,Mussigbrod,,MT,MTBRF,12/31/2000 12:00:00 AM,Y,2000,2000-MTBRF,N,Mussigbrod Complex,GPS-Unknown Travel Method,118789.328125,1498.35841079965
1720,CDF,No entry in FireCode,Y,46.45513741,Mcguires,000251,CA,,10/10/2000 12:00:00 AM,,2000,2000-CA-000251,N,,Unknown,314794.2734375,2539.9530114323
1721,unknown,Perimeter Date Unknown;  Fire Name Unknown,N,15308.88769518,,,MT,MTBRF,12/31/2000 12:00:00 AM,Y,2000,2000-MTBRF,N,Mussigbrod Complex,GPS-Unknown Travel Method,127432354.203125,79566.2880400782
1722,unknown,Perimeter Date Unknown,N,596.43171628,Mussigbrod,,MT,MTBRF,12/31/2000 12:00:00 AM,Y,2000,2000-MTBRF,N,Mussigbrod Complex,GPS-Unknown Travel Method,4955851.59375,10030.4381330774
1723,unknown,Perimeter Date Unknown,N,2073.82763776,Upper Beaver,,MT,MTKNF,12/31/2000 12:00:00 AM,Y,2000,2000-MTKNF,N,Kootenai Complex,GPS-Unknown Travel Method,19389075.90625,22002.6957360385
1724,unknown,Perimeter Date Unknown,N,1916.17891626,Flagpole Mountain,,SD,,12/31/2000 12:00:00 AM,,2000,2000-SD,N,,GPS-Unknown Travel Method,14645223.8710938,26776.7377040871
1725,unknown,,N,601.16840229,Keystone Fire,X378,NV,,8/1/2000 12:00:00 AM,,2000,2000-NV-X378,N,,GPS-Unknown Travel Method,4261692.86328125,8249.7634778544
1726,unknown,Perimeter Date Unknown,N,469.11016176,Valley Complex,,MT,MTBRF,12/31/2000 12:00:00 AM,Y,2000,2000-MTBRF,N,Valley Complex,GPS-Unknown Travel Method,3950820.1640625,11146.0193977139
1727,unknown,Perimeter Date Unknown,N,757.70171651,Valley Complex,,MT,MTBRF,12/31/2000 12:00:00 AM,Y,2000,2000-MTBRF,N,Valley Complex,GPS-Unknown Travel Method,6368044.1953125,16841.866741065
1728,unknown,Perimeter Date Unknown,N,163.13830859,Valley Complex,,MT,MTBRF,12/31/2000 12:00:00 AM,Y,2000,2000-MTBRF,N,Valley Complex,GPS-Unknown Travel Method,1368783.8828125,5696.96475269003
1729,unknown,Perimeter Date Unknown,N,133.61396414,Valley Complex,,MT,MTBRF,12/31/2000 12:00:00 AM,Y,2000,2000-MTBRF,N,Valley Complex,GPS-Unknown Travel Method,1116587.875,7320.89918435443
1730,unknown,Perimeter Date Unknown,N,1090.39245636,Valley Complex,,MT,MTBRF,12/31/2000 12:00:00 AM,Y,2000,2000-MTBRF,N,Valley Complex,GPS-Unknown Travel Method,9074979.453125,20206.5965453545
1731,unknown,Perimeter Date Unknown,Y,454.39637499,Okaga,,MT,MTKNF,12/31/2000 12:00:00 AM,Y,2000,2000-MTKNF,N,Kootenai Complex,GPS-Unknown Travel Method,4253680.0234375,8763.67222698018
1732,unknown,Perimeter Date Unknown,Y,412.66666579,Runt,,MT,MTKNF,12/31/2000 12:00:00 AM,Y,2000,2000-MTKNF,N,Kootenai Complex,GPS-Unknown Travel Method,3859335.3046875,8869.22307462789
1733,USF,No entry in FireCode,Y,1110.2107367,Town,000001,CA,,3/31/2000 12:00:00 AM,,2000,2000-CA-000001,N,,Unknown,7583169.7578125,19181.0311148259
1734,unknown,Perimeter Date Unknown,N,35.80020415,Valley Complex,,MT,MTBRF,12/31/2000 12:00:00 AM,Y,2000,2000-MTBRF,N,Valley Complex,GPS-Unknown Travel Method,297630.1875,3111.99702919102
1735,CDF,No entry in FireCode,Y,320.55499035,Union,006728,CA,,8/14/2000 12:00:00 AM,,2000,2000-CA-006728,N,,Unknown,2258915.59765625,11942.7747691806
1736,unknown,,N,531.31559297,Keystone Fire,X378,NV,,8/1/2000 12:00:00 AM,,2000,2000-NV-X378,N,,GPS-Unknown Travel Method,3763262.859375,8875.19276619148
1737,unknown,Perimeter Date Unknown,N,108.15849042,Valley Complex,,MT,MTBRF,12/31/2000 12:00:00 AM,Y,2000,2000-MTBRF,N,Valley Complex,GPS-Unknown Travel Method,895218.9609375,3755.26595344887
1738,unknown,Perimeter Date Unknown,N,167.24590394,Valley Complex,,MT,MTBRF,12/31/2000 12:00:00 AM,Y,2000,2000-MTBRF,N,Valley Complex,GPS-Unknown Travel Method,1387592.4453125,6983.6277616043
1739,unknown,Perimeter Date Unknown,N,79.4626912,Valley Complex,,MT,MTBRF,12/31/2000 12:00:00 AM,Y,2000,2000-MTBRF,N,Valley Complex,GPS-Unknown Travel Method,660327.703125,3309.74040195059
1740,unknown,Perimeter Date Unknown,N,191.50300462,Valley Complex,,MT,MTBRF,12/31/2000 12:00:00 AM,Y,2000,2000-MTBRF,N,Valley Complex,GPS-Unknown Travel Method,1594174.5390625,9803.89488046617
1741,unknown,Perimeter Date Unknown,Y,11107.38154222,Stone Hill,,MT,MTKNF,12/31/2000 12:00:00 AM,Y,2000,2000-MTKNF,N,Kootenai Complex,GPS-Unknown Travel Method,103512794.195313,52886.6048526197
1742,unknown,Perimeter Date Unknown,Y,773.30662595,Fan Creek,,MT,MTKNF,12/31/2000 12:00:00 AM,Y,2000,2000-MTKNF,N,Kootenai Complex,GPS-Unknown Travel Method,7219831.6328125,14322.5645274149
1743,unknown,Perimeter Date Unknown,Y,96.14169702,Studebaker Draw,,MT,MTKNF,12/31/2000 12:00:00 AM,Y,2000,2000-MTKNF,N,Kootenai Complex,GPS-Unknown Travel Method,887591.2578125,3739.81092661417
1744,unknown,Perimeter Date Unknown,Y,83556.26474311,Jasper,,SD,,12/31/2000 12:00:00 AM,,2000,2000-SD,N,,GPS-Unknown Travel Method,649626770.320313,143950.041843894
1745,unknown,Perimeter Date Unknown,N,26.73696554,Burnt Flats,,ID,,12/31/2000 12:00:00 AM,,2000,2000-ID,N,,GPS-Unknown Travel Method,222802.921875,2188.15247100664
1746,unknown,Perimeter Date Unknown,Y,1293.0693862,Taylor Peak,,MT,MTKNF,12/31/2000 12:00:00 AM,Y,2000,2000-MTKNF,N,Kootenai Complex,GPS-Unknown Travel Method,11843189.2578125,20558.1051128997
1747,unknown,Perimeter Date Unknown,N,65011.80805446,Jasper,,SD,,12/31/2000 12:00:00 AM,,2000,2000-SD,N,,GPS-Unknown Travel Method,505187418.652344,160621.80122078
1748,unknown,,N,30.92472111,Prince Fire,X355,NV,,7/17/2000 12:00:00 AM,,2000,2000-NV-X355,N,,GPS-Unknown Travel Method,217483.62890625,2227.03597750803
1749,BLM,,Y,55.19460836,Delores,R704,UT,UTMOD,7/15/2000 12:00:00 AM,,2000,2000-UTMOD-R704,N,,Unknown,369650.703125,4337.73324847786
1750,unknown,Perimeter Date Unknown,N,9.41122787,Frog Lake,,ID,,12/31/2000 12:00:00 AM,,2000,2000-ID,N,,GPS-Unknown Travel Method,79880.4765625,1420.80357274813
1751,BLM,Perimeter Date Unknown,Y,84.34941594,Stockton Pass,R160,UT,UTSLD,12/31/2000 12:00:00 AM,,2000,2000-UTSLD-R160,N,,Unknown,590350.09375,4109.48520119516
1752,unknown,Perimeter Date Unknown;  Fire Name Unknown,N,130991.44710203,,,MT,MTBRF,12/31/2000 12:00:00 AM,Y,2000,2000-MTBRF,N,Valley Complex,GPS-Unknown Travel Method,1094228307.8125,428219.012001424
1753,unknown,Perimeter Date Unknown,N,4355.73974259,East,,OR,,12/31/2000 12:00:00 AM,,2000,2000-OR,N,,GPS-Unknown Travel Method,36124978.6171875,33730.3186550848
1754,BLM,,Y,30.48650475,Timber Gulch,N078,OR,ORVAD,8/24/2000 12:00:00 AM,,2000,2000-ORVAD-N078,N,,GPS-Unknown Travel Method,244807.25,2932.99685734134
1755,BLM,,Y,141.18226571,Muleshoe,N347,OR,ORPRD,7/19/2000 12:00:00 AM,,2000,2000-ORPRD-N347,N,,Unknown,1135530.109375,6560.99500030224
1756,unknown,Perimeter Date Unknown,N,65011.80805446,Jasper,,SD,SDBKF,12/31/2000 12:00:00 AM,,2000,2000-SDBKF,N,,GPS-Unknown Travel Method,505187418.652344,160621.80122078
1757,BLM,Perimeter Date Unknown,Y,2.93078721,Flatrock,R946,UT,UTVLD,12/31/2000 12:00:00 AM,,2000,2000-UTVLD-R946,N,,Unknown,19998.11328125,911.632553337334
1758,unknown,Perimeter Date Unknown,N,7846.05333532,Swains,,UT,,12/31/2000 12:00:00 AM,,2000,2000-UT,N,,GPS-Unknown Travel Method,52745415.2851563,44587.4737819911
1759,BLM,Perimeter Date Unknown,Y,425.59241717,Garden Creek,R804,UT,UTVLD,12/31/2000 12:00:00 AM,,2000,2000-UTVLD-R804,N,,Unknown,2987167.65625,11433.3252141176
1760,BLM,Perimeter Date Unknown,Y,74.04152708,Patterson,Q024,UT,UTSLD,12/31/2000 12:00:00 AM,,2000,2000-UTSLD-Q024,N,,Unknown,529101.703125,4838.78082212592
1761,unknown,Perimeter Date Unknown,N,42.37684142,Torino,,ID,,12/31/2000 12:00:00 AM,,2000,2000-ID,N,,GPS-Unknown Travel Method,370891.0703125,2736.99864157192
1762,unknown,,N,181.79689052,Keystone Fire,X378,NV,,8/1/2000 12:00:00 AM,,2000,2000-NV-X378,N,,GPS-Unknown Travel Method,1287746.01171875,6165.77914470899
1763,unknown,Perimeter Date Unknown,N,16.71227197,Skalkaho,,MT,,12/31/2000 12:00:00 AM,Y,2000,2000-MTBRF,N,Middle Fork Complex,GPS-Unknown Travel Method,140527.0546875,1510.39949318804
1764,unknown,Perimeter Date Unknown,N,30.7407615,Skalkaho,,MT,,12/31/2000 12:00:00 AM,Y,2000,2000-MTBRF,N,Middle Fork Complex,GPS-Unknown Travel Method,258638.28125,2282.25699765924
1765,unknown,Perimeter Date Unknown,Y,7846.05333532,Swains,,UT,,12/31/2000 12:00:00 AM,,2000,2000-UT,N,,GPS-Unknown Travel Method,52745415.2851563,44587.4737819911
1766,unknown,Perimeter Date Unknown;  Fire Name Unknown,Y,336.81589012,,,MT,,12/31/2000 12:00:00 AM,,2000,2000-MT,N,,GPS-Unknown Travel Method,2748835.5859375,7889.94702834637
1767,BLM,,Y,65.85372766,Goodmanglc,Z542,ID,IDBOD,6/22/2000 12:00:00 AM,,2000,2000-IDBOD-Z542,N,,GPS-Unknown Travel Method,494868.6015625,6887.34973286125
1768,unknown,Perimeter Date Unknown,Y,1.02558591,Rocky Hull,,WA,,12/31/2000 12:00:00 AM,,2000,2000-WA,N,,GPS-Unknown Travel Method,9580.2734375,358.622682047768
1769,unknown,Perimeter Date Unknown,N,25.94191878,Shellrock,,ID,IDSCF,12/31/2000 12:00:00 AM,Y,2000,2000-IDSCF,N,SCF Wilderness Complex,GPS-Unknown Travel Method,209164.1953125,1685.90605645315
1770,unknown,Perimeter Date Unknown,N,2010.66929142,Falls Fork,,MT,,12/31/2000 12:00:00 AM,Y,2000,2000-MTBRF,N,Middle Fork Complex,GPS-Unknown Travel Method,16840180.6640625,27445.3819203363
1771,unknown,Perimeter Date Unknown,Y,162.79726782,Moose,,MT,,12/31/2000 12:00:00 AM,Y,2000,2000-MTBRF,N,Middle Fork Complex,GPS-Unknown Travel Method,1363942.03125,5306.59210199923
1772,BLM,,Y,204.10477822,Sunday Hill,N085,OR,ORVAD,8/24/2000 12:00:00 AM,,2000,2000-ORVAD-N085,N,,GPS-Unknown Travel Method,1622712.125,7061.25857861774
1773,BLM,,Y,46.44836597,Walker Butte,M118,OR,ORLAD,8/8/2000 12:00:00 AM,,2000,2000-ORLAD-M118,N,,GPS-Unknown Travel Method,357955.5390625,2732.75331240143
1774,unknown,Perimeter Date Unknown,N,2794.65011287,Arrowcreek Fire,J969,NV,,12/31/2000 12:00:00 AM,,2000,2000-NV-J969,N,,GPS-Unknown Travel Method,18988080.609375,28690.6357728628
1775,BLM,,Y,336.2090773,850 West,G231,ID,IDTFD,9/23/2000 12:00:00 AM,,2000,2000-IDTFD-G231,N,,Unknown,2514413.90234375,9829.3276978338
1776,unknown,,N,695.33896547,Kelly Creek Fire,X540,NV,,7/1/2000 12:00:00 AM,,2000,2000-NV-X540,N,,GPS-Unknown Travel Method,4971000.74609375,10547.426455263
1777,unknown,,N,68.15994869,Pronto Fire,X380,NV,,8/2/2000 12:00:00 AM,,2000,2000-NV-X380,N,,GPS-Unknown Travel Method,483892.4921875,3756.07100414233
1778,unknown,Perimeter Date Unknown,Y,15383.87871405,Ryan,,WA,,12/31/2000 12:00:00 AM,,2000,2000-WA,N,,GPS-Unknown Travel Method,132461131.460938,69129.3315371006
1779,BLM,,Y,1013.38077128,Walker,F908,ID,IDIFD,8/22/2000 12:00:00 AM,,2000,2000-IDIFD-F908,N,,Unknown,7714844.7890625,13712.7114309512
1780,unknown,Perimeter Date Unknown,Y,4194.64448409,Boulder,,WY,,12/31/2000 12:00:00 AM,,2000,2000-WY,N,,GPS-Unknown Travel Method,32099770.4140625,28221.9273589931
1781,BLM,Perimeter Date Unknown,Y,5203.30792234,Douglas,,WY,WYCAD,12/31/2000 12:00:00 AM,,2000,2000-WYCAD,N,,GPS-Unknown Travel Method,39339139.46875,70080.4040940399
1782,unknown,Perimeter Date Unknown,N,36.9493311,Trail 10,,ID,,12/31/2000 12:00:00 AM,Y,2000,2000-ID,N,Wilderness Complex,GPS-Unknown Travel Method,307766.890625,2122.73645225906
1783,BLM,,Y,493.6608917,Baker Canyon,N308,OR,ORPRD,6/26/2000 12:00:00 AM,,2000,2000-ORPRD-N308,N,,Unknown,3968111.28125,9993.12092513647
1784,unknown,Perimeter Date Unknown,N,669.46156108,Three Prong,,ID,,12/31/2000 12:00:00 AM,,2000,2000-ID,N,,GPS-Unknown Travel Method,5566000.6953125,11136.8918952023
1785,unknown,Perimeter Date Unknown,N,1650.5465067,Fitz,,ID,,12/31/2000 12:00:00 AM,Y,2000,2000-ID,N,Wilderness Complex,GPS-Unknown Travel Method,13787499.46875,15813.5443002386
1786,USF,No entry in FireCode,Y,11.41285502,Whiting,000029,CA,,6/19/2000 12:00:00 AM,,2000,2000-CA-000029,N,,Unknown,66886.2265625,1098.50523295871
1787,BLM,,Y,30.05996713,Bear Lake,F869,ID,IDIFD,8/27/2000 12:00:00 AM,,2000,2000-IDIFD-F869,N,,Unknown,221828.87109375,1901.50561462669
1788,BLM,,Y,328.43152976,Brush Canyon,F608,ID,IDIFD,9/20/2000 12:00:00 AM,,2000,2000-IDIFD-F608,N,,Unknown,2409799.015625,7976.53865994272
1789,unknown,Perimeter Date Unknown;  Fire Name Unknown,N,3.3797321,,,MT,,12/31/2000 12:00:00 AM,,2000,2000-MT,N,,GPS-Unknown Travel Method,28570.0625,654.398207027654
1790,unknown,Perimeter Date Unknown;  Fire Name Unknown,Y,54310.17147287,,,MT,,12/31/2000 12:00:00 AM,Y,2000,2000-MTBRF,N,Mussigbrod Complex,GPS-Unknown Travel Method,452342071.640625,215496.277553728
1791,unknown,Perimeter Date Unknown,N,20.56287562,Thompson Peak,,MT,,12/31/2000 12:00:00 AM,,2000,2000-MT,N,,GPS-Unknown Travel Method,180053.7421875,2753.8240307718
1792,unknown,Perimeter Date Unknown;  Fire Name Unknown,N,12735.04496088,,,MT,MTBRF,12/31/2000 12:00:00 AM,Y,2000,2000-MTBRF,N,Mussigbrod Complex,GPS-Unknown Travel Method,106179721.726563,63236.2686583365
1793,unknown,Perimeter Date Unknown,N,166.15633386,Jack Creek,,ID,,12/31/2000 12:00:00 AM,Y,2000,2000-ID,N,Wilderness Complex,GPS-Unknown Travel Method,1384934,5559.36601103887
1794,unknown,Perimeter Date Unknown,N,867.24495857,Thirty,,ID,,12/31/2000 12:00:00 AM,Y,2000,2000-ID,N,Wilderness Complex,GPS-Unknown Travel Method,7222945.953125,13542.740751831
1795,unknown,Perimeter Date Unknown,Y,36.97070925,Trail 10,,ID,,12/31/2000 12:00:00 AM,Y,2000,2000-ID,N,Wilderness Complex,GPS-Unknown Travel Method,307944.953125,2123.25275746866
1796,unknown,Perimeter Date Unknown,N,1650.47817314,Fitz,,ID,,12/31/2000 12:00:00 AM,Y,2000,2000-ID,N,Wilderness Complex,GPS-Unknown Travel Method,13786928.515625,15814.017551638
1797,unknown,Perimeter Date Unknown;  Fire Name Unknown,N,13.47869581,,,MT,,12/31/2000 12:00:00 AM,,2000,2000-MT,N,,GPS-Unknown Travel Method,112510.5625,1520.14027971192
1798,unknown,,N,636.77638395,Kelly Creek Fire,X540,NV,,7/1/2000 12:00:00 AM,,2000,2000-NV-X540,N,,GPS-Unknown Travel Method,4552397.4921875,8880.40072628046
1799,unknown,Perimeter Date Unknown,N,62.31124388,Gabe,,ID,,12/31/2000 12:00:00 AM,Y,2000,2000-ID,N,Wilderness Complex,GPS-Unknown Travel Method,517330.671875,3140.67259959498
1800,unknown,Perimeter Date Unknown,N,53.30011577,Hells 1/2 Acre,,ID,,12/31/2000 12:00:00 AM,Y,2000,2000-ID,N,Wilderness Complex,GPS-Unknown Travel Method,441551.1484375,2587.75638886859
1801,unknown,Perimeter Date Unknown,N,10621.81696434,Blodgett,,MT,,12/31/2000 12:00:00 AM,,2000,2000-MT,N,,GPS-Unknown Travel Method,90021365.890625,59241.0464648442
1802,unknown,Perimeter Date Unknown,N,2022.43656697,Razor,,MT,MTBRF,12/31/2000 12:00:00 AM,Y,2000,2000-MTBRF,N,Valley Complex,GPS-Unknown Travel Method,16736725.3203125,19669.1225101171
